#,channelNumb,JulianDay,PossibleDecayLength(MicroSeconds),StartDecay,EndDecay,FirstSignalTimeOverThreshold(nanoseconds),SecondSignalTimeoverThreshold(nanoseconds),PossibleDecayNumber
6899,3,2458258,0.62625,0.254610282,0.254610282,41.25,31.25,1
6899,1,2458258,0.7625,0.254752808,0.254752808,28.75,8.75,1
6899,3,2458258,0.7575,0.254752808,0.254752808,43.75,21.25,1
6899,1,2458258,0.59624,0.256645595,0.256645595,28.75,32.5,1
6899,2,2458258,0.59875,0.256645595,0.256645595,36.25,17.5,1
6899,2,2458258,3.23624,0.258609545,0.258609545,37.5,17.5,1
6899,3,2458258,0.3875,0.260570305,0.260570305,42.5,23.75,1
6899,1,2458258,0.78501,0.262772876,0.262772876,26.25,16.24,1
6899,2,2458258,0.78375,0.262772876,0.262772876,35,17.5,1
6899,1,2458258,1.86375,0.263898985,0.263898985,28.75,17.5,1
6899,2,2458258,1.86375,0.263898985,0.263898985,51.25,23.75,1
6899,2,2458258,0.735,0.264132856,0.264132856,30,32.5,1
6899,4,2458258,0.74,0.264132856,0.264132856,31.25,22.5,1
6899,3,2458258,0.73875,0.264132856,0.264132856,26.25,22.5,1
6899,4,2458258,0.52624,0.264920978,0.264920978,40,25,1
6899,3,2458258,0.52249,0.264920978,0.264920978,35,50,1
6899,1,2458258,4.895,0.265684217,0.265684217,26.24,26.24,1
6899,2,2458258,4.895,0.265684217,0.265684217,38.75,32.5,1
6899,3,2458258,4.89625,0.265684217,0.265684217,46.25,18.75,1
6899,2,2458258,2.77126,0.266431237,0.266431237,51.25,12.5,1
6899,2,2458258,1.62,0.266608617,0.266608617,43.75,15,1
6899,3,2458258,1.39625,0.266690113,0.266690113,47.5,31.25,1
6899,2,2458258,1.39249,0.266690113,0.266690113,36.25,38.75,1
6899,3,2458258,1.0825,0.27100914,0.27100914,35,21.25,1
6899,2,2458258,0.7325,0.273038825,0.273038825,38.75,43.75,1
6899,3,2458258,0.73125,0.273038825,0.273038825,42.5,36.25,1
6899,2,2458258,4.40375,0.273478874,0.273478875,28.75,13.75,1
6899,3,2458258,9.94375,0.273969467,0.273969467,31.25,37.5,1
6899,3,2458258,0.55,0.274386363,0.274386363,37.5,20,1
6899,3,2458258,2.44,0.275820302,0.275820302,26.25,28.75,1
6899,4,2458258,1.05874,0.277321014,0.277321014,55,23.75,1
6899,3,2458258,1.05499,0.277321014,0.277321014,32.49,30,1
6899,2,2458258,4.59,0.279264413,0.279264413,42.5,17.5,1
6899,1,2458258,4.61625,0.279406481,0.279406481,33.75,23.75,1
6899,2,2458258,4.62125,0.279406481,0.279406481,40,8.75,1
6899,3,2458258,4.75874,0.28027521,0.28027521,42.5,22.5,1
6899,4,2458258,0.43625,0.280624421,0.280624421,48.75,16.25,1
6899,3,2458258,0.77625,0.281146129,0.281146129,53.76,31.25,1
6899,4,2458258,0.78125,0.281146129,0.281146129,50,13.75,1
6899,2,2458258,0.29875,0.281754068,0.281754068,48.75,32.5,1
6899,2,2458258,9.04875,0.284999957,0.284999957,40,21.25,1
6899,1,2458258,9.04125,0.284999957,0.284999957,12.5,18.75,1
6899,4,2458258,9.04625,0.284999957,0.284999957,32.5,18.75,1
6899,3,2458258,2.35625,0.28559981,0.28559981,41.25,31.25,1
6899,4,2458258,2.36,0.28559981,0.28559981,40,6.25,1
6899,3,2458258,2.285,0.286053392,0.286053392,35,28.75,1
6899,1,2458258,2.195,0.287359382,0.287359382,33.75,17.5,1
6899,2,2458258,2.19625,0.287359382,0.287359382,38.75,10,1
6899,1,2458258,1.01125,0.289198799,0.289198799,26.25,17.5,1
6899,3,2458258,1.0125,0.289198799,0.289198799,45,15,1
6899,1,2458258,1.99375,0.289279537,0.289279537,27.5,21.25,1
6899,2,2458258,1.99499,0.289279537,0.289279537,37.5,27.5,1
6899,4,2458258,1.995,0.289279537,0.289279537,46.25,22.5,1
6899,3,2458258,1.9925,0.289279537,0.289279537,38.75,27.5,1
6899,1,2458258,1.46125,0.29173594,0.29173594,20,21.25,1
6899,2,2458258,1.46375,0.29173594,0.29173594,28.75,23.75,1
6899,4,2458258,1.46125,0.29173594,0.29173594,41.25,20,1
6899,3,2458258,1.46126,0.29173594,0.29173594,31.25,22.5,1
6899,1,2458258,2.3775,0.292353539,0.292353539,30,21.25,1
6899,2,2458258,2.3775,0.292353539,0.292353539,45,23.75,1
6899,4,2458258,0.78375,0.29331057,0.29331057,40,7.5,1
6899,1,2458258,1.32,0.29373943,0.29373943,26.25,10,1
6899,2,2458258,1.31375,0.29373943,0.29373943,46.25,47.5,1
6899,2,2458258,1.65625,0.295040067,0.295040067,38.75,58.75,1
6899,1,2458258,0.35249,0.297042214,0.297042214,21.25,16.25,1
6899,2,2458258,0.355,0.297042214,0.297042214,28.75,12.5,1
6899,4,2458258,0.3525,0.297042214,0.297042214,27.5,15,1
6899,3,2458258,0.35,0.297042214,0.297042214,23.75,22.5,1
6899,3,2458258,0.40625,0.302138261,0.302138261,37.5,21.25,1
6899,3,2458258,1.21625,0.302405337,0.302405337,48.75,20,1
6899,2,2458258,1.21249,0.302405337,0.302405337,36.25,26.25,1
6899,4,2458258,2.38874,0.302626665,0.302626665,42.5,27.5,1
6899,3,2458258,2.38874,0.302626665,0.302626665,37.5,30,1
6899,3,2458258,2.5975,0.302950635,0.302950635,28.75,26.25,1
6899,3,2458258,1.4575,0.303335087,0.303335088,41.25,23.75,1
6899,1,2458258,9.93749,0.303960292,0.303960292,20,12.5,1
6899,3,2458258,9.93874,0.303960292,0.303960292,22.5,16.25,1
6899,1,2458258,3.3475,0.304778774,0.304778774,32.5,27.5,1
6899,2,2458258,3.3475,0.304778774,0.304778774,40,32.5,1
6899,2,2458258,0.4425,0.308516886,0.308516886,30,30,1
6899,2,2458258,0.54124,0.30870179,0.30870179,38.75,23.75,1
6899,1,2458258,2.31376,0.311949118,0.311949118,20,28.75,1
6899,2,2458258,2.31376,0.311949118,0.311949118,25,27.5,1
6899,3,2458258,2.31125,0.311949118,0.311949118,23.75,27.5,1
6899,2,2458258,0.35249,0.312201066,0.312201066,43.75,36.25,1
6899,3,2458258,1.31375,0.313687306,0.313687306,32.49,33.75,1
6899,1,2458258,1.85375,0.316719136,0.316719136,25,16.25,1
6899,3,2458258,1.84874,0.316719136,0.316719136,40,32.5,1
6899,1,2458258,7.61125,0.316738989,0.316738989,32.5,25,1
6899,2,2458258,7.615,0.316738989,0.316738989,42.5,23.75,1
6899,1,2458258,2.92376,0.317905467,0.317905467,26.25,23.75,1
6899,2,2458258,2.92249,0.317905467,0.317905467,41.25,36.25,1
6899,1,2458258,0.465,0.318854623,0.318854623,27.5,15,1
6899,2,2458258,0.465,0.318854623,0.318854623,35,21.25,1
6899,3,2458258,0.4625,0.318854623,0.318854623,38.74,20,1
6899,4,2458258,2.2,0.320538883,0.320538883,30,28.75,1
6899,3,2458258,2.19875,0.320538883,0.320538883,25,32.5,1
6899,3,2458258,1.79,0.320963036,0.320963036,27.5,23.75,1
6899,1,2458258,0.74875,0.321342929,0.321342929,31.25,28.75,1
6899,2,2458258,0.74875,0.321342929,0.321342929,45,28.75,1
6899,1,2458258,8.65375,0.321936436,0.321936436,27.5,12.5,1
6899,2,2458258,8.655,0.321936436,0.321936436,36.25,16.25,1
6899,4,2458258,4.5825,0.32271257,0.32271257,36.24,61.25,1
6899,3,2458258,4.59,0.32271257,0.32271257,23.75,10,1
6899,4,2458258,0.7625,0.323554641,0.323554641,33.75,33.75,1
6899,2,2458258,0.76126,0.323554641,0.323554641,38.75,33.75,1
6899,3,2458258,0.76,0.323554641,0.323554641,43.75,28.75,1
6899,4,2458258,0.72625,0.323554641,0.323554641,23.75,33.75,1
6899,1,2458258,7.93249,0.3240783,0.3240783,22.5,15,1
6899,2,2458258,7.93,0.3240783,0.3240783,33.75,27.5,1
6899,3,2458258,7.93375,0.3240783,0.3240783,33.75,11.25,1
6899,2,2458258,4.88625,0.324646792,0.324646792,43.75,12.5,1
6899,2,2458258,6.5225,0.32589258,0.32589258,28.74,31.25,1
6899,4,2458258,6.52625,0.32589258,0.32589258,26.25,23.75,1
6899,2,2458258,5.53376,0.326333197,0.326333197,21.25,46.25,1
6899,1,2458258,0.93375,0.327859471,0.327859471,31.25,13.75,1
6899,2,2458258,0.935,0.327859471,0.327859471,37.5,15,1
6899,2,2458258,0.54624,0.328746668,0.328746668,41.25,26.25,1
6899,4,2458258,0.54625,0.328746668,0.328746668,45,22.49,1
6899,3,2458258,0.5425,0.328746668,0.328746668,38.75,38.75,1
6899,2,2458258,2.185,0.328752186,0.328752186,40,26.25,1
6899,3,2458258,2.18749,0.328752186,0.328752186,45,17.5,1
6899,2,2458258,0.66376,0.329458408,0.329458408,28.76,21.25,1
6899,3,2458258,0.36251,0.329782622,0.329782622,26.25,25,1
6899,2,2458258,0.68125,0.330685034,0.330685034,35,38.75,1
6899,1,2458258,1.04249,0.331916589,0.331916589,33.75,12.5,1
6899,2,2458258,1.0425,0.331916589,0.331916589,46.25,15.01,1
6899,3,2458258,5.16,0.334018851,0.334018851,42.5,30,1
6899,1,2458258,0.6175,0.335231356,0.335231356,25,12.5,1
6899,2,2458258,0.6175,0.335231356,0.335231356,38.75,16.25,1
6899,1,2458258,0.52751,0.335366207,0.335366207,23.75,15,1
6899,2,2458258,0.53125,0.335366207,0.335366207,43.75,23.75,1
6899,1,2458258,6.9125,0.338053685,0.338053685,30,15,1
6899,2,2458258,6.9125,0.338053685,0.338053685,50,30,1
6899,1,2458258,1.95501,0.338328729,0.338328729,31.25,15,1
6899,2,2458258,1.94626,0.338328729,0.338328729,10,21.25,1
6899,1,2458258,0.78874,0.338875727,0.338875727,16.24,16.25,1
6899,2,2458258,0.78749,0.338875727,0.338875727,26.25,23.75,1
6899,4,2458258,0.78874,0.338875727,0.338875727,35,15,1
6899,3,2458258,0.78625,0.338875727,0.338875727,27.5,17.5,1
6899,3,2458258,2.05875,0.339791677,0.339791677,41.25,21.25,1
6899,3,2458258,1.79625,0.340961193,0.340961193,42.5,32.5,1
6899,4,2458258,1.7975,0.340961193,0.340961193,43.75,57.5,1
6899,1,2458258,0.35249,0.341828212,0.341828212,27.5,15,1
6899,2,2458258,0.3525,0.341828212,0.341828212,47.5,27.5,1
6899,3,2458258,3.22,0.341997486,0.341997486,30,26.25,1
6899,4,2458258,3.22001,0.341997486,0.341997486,20,21.25,1
6899,1,2458258,3.75625,0.342847305,0.342847305,43.75,10,1
6899,4,2458258,3.75125,0.342847305,0.342847305,35,28.74,1
6899,2,2458258,9.12125,0.343947726,0.343947726,48.75,31.25,1
6899,4,2458258,9.12126,0.343947726,0.343947726,47.5,25,1
6899,1,2458258,9.11,0.343947726,0.343947726,6.25,25,1
6899,2,2458258,7.6975,0.344189807,0.344189807,35,30,1
6899,1,2458258,7.69125,0.344189807,0.344189807,18.75,31.25,1
6899,2,2458258,7.28001,0.345065684,0.345065684,30,30,1
6899,4,2458258,3.24,0.345121051,0.345121051,28.75,16.25,1
6899,3,2458258,1.12376,0.346829219,0.346829219,43.75,38.75,1
6899,4,2458258,0.88625,0.347617419,0.347617419,31.25,18.75,1
6899,3,2458258,0.885,0.347617419,0.347617419,28.75,21.25,1
6899,1,2458258,2.98125,0.349129804,0.349129804,26.24,18.75,1
6899,2,2458258,2.97751,0.349129804,0.349129804,37.5,40,1
6899,3,2458258,2.98001,0.349129804,0.349129804,33.75,22.5,1
6899,3,2458258,4.38375,0.350128454,0.350128454,43.75,28.75,1
6899,3,2458258,3.61624,0.350197958,0.350197958,30,36.25,1
6899,2,2458258,0.4675,0.350268507,0.350268507,32.5,27.5,1
6899,3,2458258,0.46625,0.350268507,0.350268507,43.75,27.5,1
6899,3,2458258,1.57375,0.35086609,0.35086609,45,22.49,1
6899,1,2458258,0.8525,0.350971499,0.350971499,36.25,21.25,1
6899,2,2458258,0.85375,0.350971499,0.350971499,40,21.25,1
6899,3,2458258,3.02875,0.352584664,0.352584664,33.75,8.75,1
6899,2,2458258,3.4525,0.352916148,0.352916148,47.5,53.75,1
6899,2,2458258,2.86375,0.353001402,0.353001402,30,31.25,1
6899,3,2458258,2.865,0.353001402,0.353001402,30,32.5,1
6899,4,2458258,2.86501,0.353001402,0.353001402,21.25,17.5,1
6899,1,2458258,8.06249,0.353168349,0.353168349,23.75,15,1
6899,4,2458258,8.065,0.353168349,0.353168349,37.5,13.75,1
6899,3,2458258,8.06125,0.353168349,0.353168349,36.24,22.49,1
6899,4,2458258,2.8075,0.353177983,0.353177983,27.5,26.25,1
6899,3,2458258,2.80625,0.353177983,0.353177983,28.75,30,1
6899,2,2458258,0.94249,0.35388492,0.35388492,35,38.75,1
6899,3,2458258,0.6,0.355508846,0.355508846,15,26.25,1
6899,2,2458258,3.31,0.355874841,0.355874841,35,32.5,1
6899,3,2458258,3.3125,0.355874841,0.355874841,43.75,17.51,1
6899,1,2458258,1.85,0.358494036,0.358494036,31.25,23.75,1
6899,2,2458258,1.8475,0.358494036,0.358494036,37.5,26.25,1
6899,1,2458258,1.9975,0.358592907,0.358592907,30,25,1
6899,3,2458258,1.99499,0.358592907,0.358592907,48.75,25,1
6899,2,2458258,4.75001,0.359003914,0.359003914,8.75,35,1
6899,1,2458258,9.9975,0.359115227,0.359115227,21.25,21.25,1
6899,3,2458258,10,0.359115227,0.359115227,31.25,17.5,1
6899,2,2458258,9.99875,0.359115227,0.359115227,26.25,13.75,1
6899,3,2458258,7.81,0.360471168,0.360471168,36.24,18.75,1
6899,2,2458258,7.805,0.360471168,0.360471168,27.5,21.25,1
6899,1,2458258,7.8,0.360471168,0.360471168,16.25,10,1
6899,1,2458258,0.61,0.362330375,0.362330375,22.5,26.25,1
6899,2,2458258,0.61375,0.362330375,0.362330375,30,26.25,1
6899,2,2458258,0.83624,0.362815745,0.362815745,43.75,21.25,1
6899,1,2458258,6.58125,0.365714893,0.365714893,27.5,18.75,1
6899,2,2458258,6.57875,0.365714893,0.365714893,47.5,32.5,1
6899,1,2458258,0.69125,0.365853605,0.365853605,16.25,31.25,1
6899,3,2458258,2.1775,0.366549417,0.366549417,28.75,30,1
6899,2,2458258,5.25875,0.367120752,0.367120752,42.5,13.75,1
6899,2,2458258,3.86126,0.367259249,0.367259249,43.75,8.75,1
6899,1,2458258,5.5725,0.367813126,0.367813126,28.75,22.5,1
6899,2,2458258,5.57126,0.367813126,0.367813126,41.25,20,1
6899,1,2458258,0.32,0.36868058,0.36868058,18.75,16.24,1
6899,4,2458258,0.32,0.36868058,0.36868058,42.5,18.75,1
6899,3,2458258,0.3175,0.36868058,0.36868058,38.75,26.25,1
6899,1,2458258,2.25626,0.368798543,0.368798543,22.5,11.25,1
6899,2,2458258,2.25251,0.368798543,0.368798543,28.75,18.75,1
6899,3,2458258,2.11375,0.370127172,0.370127172,33.75,22.5,1
6899,2,2458258,2.11,0.370127172,0.370127172,33.75,23.75,1
6899,4,2458258,2.11125,0.370127172,0.370127172,20,21.25,1
6899,4,2458258,1.92375,0.370513013,0.370513013,33.75,26.25,1
6899,3,2458258,1.92249,0.370513013,0.370513013,32.5,26.25,1
6899,4,2458258,1.17374,0.372967388,0.372967388,41.25,21.25,1
6899,4,2458258,1.72625,0.373057443,0.373057443,35,30,1
6899,3,2458258,1.72375,0.373057443,0.373057443,37.5,43.75,1
6899,2,2458258,0.46,0.373118715,0.373118715,43.75,33.75,1
6899,1,2458258,2.18125,0.373523508,0.373523508,26.25,17.5,1
6899,2,2458258,2.18125,0.373523508,0.373523508,38.75,27.5,1
6899,3,2458258,2.18125,0.373523508,0.373523508,38.75,18.75,1
6899,1,2458258,5.07,0.373738364,0.373738364,33.75,11.25,1
6899,2,2458258,5.07125,0.373738364,0.373738364,47.5,15,1
6899,3,2458258,8.11375,0.374827646,0.374827646,28.75,28.75,1
6899,4,2458258,8.1125,0.374827646,0.374827646,20,26.25,1
6899,2,2458258,0.73126,0.377345879,0.377345879,31.25,23.75,1
6899,4,2458258,0.73124,0.377345879,0.377345879,25,18.75,1
6899,2,2458258,0.41875,0.377441419,0.377441419,28.75,31.25,1
6899,3,2458258,0.41625,0.377441419,0.377441419,27.5,45.01,1
6899,2,2458258,2.63125,0.37778099,0.37778099,52.5,36.25,1
6899,3,2458258,1.15874,0.379183593,0.379183593,42.5,5,1
6899,1,2458258,7.22001,0.37957298,0.37957298,31.25,37.49,1
6899,2,2458258,7.2225,0.37957298,0.37957298,41.25,46.25,1
6899,3,2458258,2.71501,0.380271442,0.380271442,38.74,29.99,1
6899,4,2458258,2.71376,0.380271442,0.380271442,25,20,1
6899,2,2458258,1.2525,0.3807915,0.3807915,41.26,30,1
6899,3,2458258,1.2525,0.3807915,0.3807915,30,14.99,1
6899,1,2458258,2.22624,0.381291157,0.381291157,28.75,12.5,1
6899,2,2458258,2.22375,0.381291157,0.381291157,41.26,17.5,1
6899,3,2458258,1.4,0.381745701,0.381745701,40,33.75,1
6899,1,2458258,0.4875,0.382059721,0.382059721,18.75,17.49,1
6899,2,2458258,0.4875,0.382059721,0.382059721,31.25,18.75,1
6899,3,2458258,0.48751,0.382059721,0.382059721,27.51,21.24,1
6899,3,2458258,1.33,0.382491373,0.382491373,47.51,20,1
6899,4,2458258,1.32375,0.382491373,0.382491373,43.75,38.75,1
6899,4,2458258,3.57625,0.383102661,0.383102661,42.5,25,1
6899,3,2458258,3.57375,0.383102661,0.383102661,35,31.25,1
6899,4,2458258,7.17126,0.383658802,0.383658803,31.26,23.75,1
6899,2,2458258,1.5,0.383975868,0.383975868,40,31.24,1
6899,3,2458258,1.49875,0.383975868,0.383975868,53.76,28.74,1
6899,2,2458258,0.87125,0.384211527,0.384211527,47.5,36.25,1
6899,2,2458258,1.06501,0.385295351,0.385295351,36.25,31.24,1
6899,3,2458258,1.065,0.385295351,0.385295351,40,26.25,1
6899,4,2458258,1.65625,0.386947685,0.386947685,41.25,25,1
6899,3,2458258,1.65624,0.386947685,0.386947685,37.5,38.75,1
6899,3,2458258,2.95625,0.38714393,0.38714393,22.51,35,1
6899,4,2458258,2.95376,0.38714393,0.38714393,16.25,28.74,1
6899,2,2458258,0.74874,0.392231269,0.392231269,41.25,40,1
6899,3,2458258,0.75249,0.392231269,0.392231269,36.25,22.5,1
6899,1,2458258,1.67249,0.393147104,0.393147104,31.25,15.01,1
6899,2,2458258,1.6775,0.393147104,0.393147104,36.24,5,1
6899,1,2458258,2.31125,0.39333081,0.39333081,23.75,16.24,1
6899,4,2458258,2.31501,0.39333081,0.39333081,41.26,11.25,1
6899,2,2458258,2.31125,0.39333081,0.39333081,27.51,20,1
6899,3,2458258,2.31,0.39333081,0.39333081,33.76,26.25,1
6899,4,2458258,3.62749,0.393984633,0.393984633,33.75,23.76,1
6899,3,2458258,3.62749,0.393984633,0.393984633,31.24,26.25,1
6899,3,2458258,6.14625,0.39844048,0.398440481,22.5,13.75,1
6899,2,2458258,6.14626,0.39844048,0.398440481,20.01,14.99,1
6899,2,2458258,1.49001,0.39849647,0.39849647,42.51,41.25,1
6899,3,2458258,1.49626,0.39849647,0.39849647,31.25,6.25,1
6899,2,2458258,2.035,0.398547153,0.398547153,37.5,25,1
6899,3,2458258,2.03875,0.398547153,0.398547153,38.75,7.5,1
6899,2,2458258,5.005,0.39936631,0.39936631,37.5,25.01,1
6899,3,2458258,5.00375,0.39936631,0.39936631,43.75,43.76,1
6899,1,2458258,1.305,0.399652501,0.399652501,28.74,22.49,1
6899,2,2458258,1.30375,0.399652501,0.399652501,44.99,33.75,1
6899,1,2458258,5.67375,0.404942358,0.404942358,27.5,17.5,1
6899,4,2458258,5.67374,0.404942358,0.404942358,38.76,22.5,1
6899,3,2458258,2.045,0.405039016,0.405039016,47.5,38.74,1
6899,3,2458258,0.39374,0.406650274,0.406650274,42.49,26.25,1
6899,1,2458258,1.7825,0.407435482,0.407435482,25,16.24,1
6899,2,2458258,1.78376,0.407435482,0.407435482,37.5,22.49,1
6899,1,2458258,7.24,0.407920223,0.407920223,21.25,10,1
6899,2,2458258,7.23624,0.407920223,0.407920223,30,13.76,1
6899,4,2458258,2.2325,0.408493107,0.408493107,38.75,17.5,1
6899,3,2458258,2.23125,0.408493107,0.408493107,33.76,18.75,1
6899,2,2458258,2.22875,0.408493107,0.408493107,28.75,25,1
6899,3,2458258,2.71,0.409014637,0.409014637,36.25,17.51,1
6899,4,2458258,1.95624,0.41027519,0.41027519,46.25,28.75,1
6899,3,2458258,1.95624,0.41027519,0.41027519,40,25,1
6899,1,2458258,0.53125,0.411886568,0.411886568,33.76,42.51,1
6899,2,2458258,0.5325,0.411886568,0.411886568,46.25,35.01,1
6899,4,2458258,1.34375,0.413475486,0.413475486,46.25,23.75,1
6899,3,2458258,1.34125,0.413475486,0.413475486,38.75,28.75,1
6899,2,2458258,1.34,0.413475486,0.413475486,35.01,31.25,1
6899,1,2458258,5.08125,0.413904432,0.413904432,20,8.75,1
6899,2,2458258,5.07625,0.413904432,0.413904432,32.5,31.25,1
6899,1,2458258,2.97876,0.414528752,0.414528752,31.25,30,1
6899,2,2458258,2.97625,0.414528752,0.414528752,47.5,33.75,1
6899,2,2458258,0.70376,0.414886536,0.414886536,37.5,11.25,1
6899,3,2458258,0.70126,0.414886536,0.414886536,42.5,11.25,1
6899,3,2458258,3.33248,0.416723791,0.416723791,37.49,26.25,1
6899,1,2458258,2.54376,0.417871279,0.417871279,36.25,28.74,1
6899,2,2458258,2.54625,0.417871279,0.417871279,23.75,13.75,1
6899,2,2458258,2.52001,0.417871279,0.417871279,22.5,13.75,1
6899,4,2458258,3.98376,0.420832751,0.420832751,42.5,15,1
6899,3,2458258,3.98125,0.420832751,0.420832751,36.25,30,1
6899,2,2458258,1.03751,0.421028674,0.421028674,41.25,18.75,1
6899,2,2458258,1.78624,0.421434829,0.421434829,50,25,1
6899,1,2458258,1.8325,0.422578964,0.422578964,25,12.5,1
6899,4,2458258,1.83,0.422578964,0.422578964,42.49,21.25,1
6899,4,2458258,6.56376,0.422594202,0.422594202,20.01,22.5,1
6899,3,2458258,6.55874,0.422594202,0.422594202,18.75,30,1
6899,3,2458258,1.04125,0.42264927,0.42264927,38.74,26.24,1
6899,1,2458258,1.17874,0.423093235,0.423093235,29.99,20,1
6899,2,2458258,1.17875,0.423093235,0.423093235,44.99,20,1
6899,3,2458258,2.56,0.423481531,0.423481531,26.25,26.25,1
6899,2,2458258,2.555,0.423481531,0.423481531,18.75,30,1
6899,1,2458258,2.18375,0.423841339,0.423841339,26.24,31.25,1
6899,2,2458258,2.18624,0.423841339,0.423841339,47.49,30,1
6899,3,2458258,2.18749,0.423841339,0.423841339,37.5,13.75,1
6899,4,2458258,6.07375,0.427405851,0.427405851,23.76,32.51,1
6899,1,2458258,0.575,0.427835469,0.427835469,28.75,21.25,1
6899,2,2458258,0.5725,0.427835469,0.427835469,36.25,27.5,1
6899,2,2458258,0.53,0.428995879,0.428995879,8.75,17.51,1
6899,3,2458258,3.96999,0.429491399,0.429491399,32.49,30,1
6899,2,2458258,2.8575,0.429669963,0.429669963,43.75,22.5,1
6899,2,2458258,1.34376,0.429833289,0.429833289,37.5,21.25,1
6899,3,2458258,3.77251,0.430518088,0.430518088,37.51,22.5,1
6899,3,2458258,3.7125,0.43102007,0.43102007,50,22.5,1
6899,2,2458258,1.84751,0.431804816,0.431804816,38.75,46.25,1
6899,3,2458258,3.8725,0.432946269,0.432946269,48.75,30,1
6899,1,2458258,6.24375,0.434876413,0.434876413,23.75,13.74,1
6899,3,2458258,6.24,0.434876413,0.434876413,22.5,17.5,1
6899,4,2458258,6.24,0.434876413,0.434876413,17.5,18.75,1
6899,4,2458258,2.25626,0.435433526,0.435433526,35.01,25,1
6899,4,2458258,1.14875,0.435965955,0.435965955,41.25,32.5,1
6899,3,2458258,1.14249,0.435965955,0.435965955,33.75,37.51,1
6899,1,2458258,1.8875,0.437132464,0.437132464,27.51,31.25,1
6899,3,2458258,1.8925,0.437132464,0.437132464,30,27.49,1
6899,3,2458258,1.86125,0.437132464,0.437132464,25,27.49,1
6899,3,2458258,1.84,0.437626417,0.437626417,40,8.75,1
6899,1,2458258,1.23625,0.440389904,0.440389904,22.49,13.75,1
6899,3,2458258,1.23749,0.440389904,0.440389904,44.99,20,1
6899,4,2458258,1.64374,0.440592089,0.440592089,25,30,1
6899,4,2458258,1.59875,0.440592089,0.440592089,52.5,30,1
6899,3,2458258,1.59001,0.440592089,0.440592089,12.5,28.75,1
6899,2,2458258,6.61375,0.44296068,0.44296068,16.24,31.24,1
6899,3,2458258,1.035,0.443095559,0.443095559,37.51,20,1
6899,3,2458258,2.19376,0.443393641,0.443393641,51.25,27.5,1
6899,1,2458258,1.65,0.446643905,0.446643905,34.99,22.5,1
6899,2,2458258,1.65,0.446643905,0.446643905,46.24,26.25,1
6899,2,2458258,3.2325,0.446645573,0.446645573,35,22.49,1
6899,4,2458258,1.80001,0.447055691,0.447055691,23.75,22.5,1
6899,2,2458258,1.80124,0.447055691,0.447055691,26.24,12.5,1
6899,1,2458258,2.36626,0.448858059,0.448858059,35,28.74,1
6899,2,2458258,2.37,0.448858059,0.448858059,35,18.75,1
6899,2,2458258,0.9925,0.449049734,0.449049734,36.24,16.24,1
6899,2,2458258,1.9625,0.449721158,0.449721158,73.76,30,1
6899,4,2458258,1.9575,0.449721158,0.449721158,40,31.25,1
6899,3,2458258,1.95876,0.449721158,0.449721158,40,29.99,1
6899,2,2458258,1.45249,0.450865557,0.450865557,42.5,22.5,1
6899,3,2458258,1.455,0.450865557,0.450865557,43.75,31.25,1
6899,4,2458258,6.95375,0.451540598,0.451540599,48.74,18.75,1
6899,3,2458258,6.95,0.451540598,0.451540599,33.75,21.26,1
6899,1,2458258,5.70625,0.451919029,0.451919029,23.75,11.25,1
6899,2,2458258,5.7,0.451919029,0.451919029,35,37.5,1
6899,4,2458258,5.70375,0.451919029,0.451919029,43.75,18.75,1
6899,3,2458258,5.70125,0.451919029,0.451919029,41.25,26.24,1
6899,1,2458258,0.31,0.45391734,0.45391734,22.5,17.49,1
6899,2,2458258,0.31125,0.45391734,0.45391734,35,25,1
6899,4,2458258,0.95374,0.453960765,0.453960765,35,26.24,1
6899,3,2458258,0.93125,0.453960765,0.453960765,23.75,27.51,1
6899,1,2458258,8.73874,0.456048302,0.456048302,18.74,17.5,1
6899,2,2458258,8.73874,0.456048302,0.456048302,22.49,20,1
6899,3,2458258,1.79874,0.456618113,0.456618113,46.24,17.49,1
6899,3,2458258,0.96999,0.457765646,0.457765646,40,21.26,1
6899,3,2458258,2.41375,0.458527786,0.458527786,51.24,12.5,1
6899,3,2458258,1.96374,0.459856538,0.459856538,25,26.25,1
6899,3,2458258,5.79875,0.461336523,0.461336523,47.51,36.25,1
6899,4,2458258,5.8,0.461336523,0.461336523,37.5,18.75,1
6899,1,2458258,1.64499,0.461343779,0.461343779,42.5,30,1
6899,2,2458258,1.64375,0.461343779,0.461343779,47.5,31.25,1
6899,1,2458258,0.44001,0.461575502,0.461575502,31.26,27.5,1
6899,2,2458258,0.44251,0.461575502,0.461575502,43.75,26.24,1
6899,1,2458258,8.10499,0.461773956,0.461773956,21.25,17.51,1
6899,2,2458258,8.10376,0.461773956,0.461773956,27.5,28.75,1
6899,3,2458258,8.10125,0.461773956,0.461773956,20,22.5,1
6899,2,2458258,0.66,0.462887392,0.462887392,32.5,24.99,1
6899,2,2458258,0.625,0.462887392,0.462887392,25,24.99,1
6899,2,2458258,2.04625,0.465362384,0.465362384,35.01,32.5,1
6899,4,2458258,2.04499,0.465362384,0.465362384,43.74,26.25,1
6899,3,2458258,2.04499,0.465362384,0.465362384,36.25,28.75,1
6899,1,2458258,1.31751,0.465766832,0.465766832,22.5,17.5,1
6899,3,2458258,1.31749,0.465766832,0.465766832,40,27.5,1
