#,channelNumb,JulianDay,PossibleDecayLength(MicroSeconds),StartDecay,EndDecay,FirstSignalTimeOverThreshold(nanoseconds),SecondSignalTimeoverThreshold(nanoseconds),PossibleDecayNumber
6899,4,2458256,2.545,0.880553555,0.880553555,25,11.25,1
6899,4,2458256,2.025,0.881842257,0.881842257,26.24,22.51,1
6899,1,2458256,1.625,0.882912983,0.882912983,30,23.75,1
6899,2,2458256,1.625,0.882912983,0.882912983,42.51,23.75,1
6899,3,2458256,1.62375,0.882912983,0.882912983,41.25,18.74,1
6899,3,2458256,3.63251,0.883319525,0.883319525,41.26,11.24,1
6899,1,2458256,3.59125,0.884781696,0.884781696,14.99,23.75,1
6899,3,2458256,3.59125,0.884781696,0.884781696,21.25,32.51,1
6899,2,2458256,0.56876,0.88543914,0.88543914,40,54.97,1
6899,3,2458256,2.83251,0.885555122,0.885555122,42.51,16.25,1
6899,2,2458256,0.4125,0.887331665,0.887331665,25,26.24,1
6899,2,2458256,1.13,0.888880097,0.888880097,38.74,25.02,1
6899,3,2458256,6.30249,0.889884253,0.889884253,37.51,21.26,1
6899,2,2458256,0.3375,0.890156741,0.890156741,37.52,32.52,1
6899,3,2458256,0.33751,0.890156741,0.890156741,40.01,32.51,1
6899,3,2458256,1.57249,0.890158672,0.890158672,34.99,15.01,1
6899,4,2458256,1.56125,0.890158672,0.890158672,12.5,30,1
6899,4,2458256,3.00999,0.891701828,0.891701828,33.73,15,1
6899,2,2458256,0.40372,0.892277497,0.892277497,43.72,18.76,1
6899,4,2458256,0.67,0.892568365,0.892568365,32.51,42.5,1
6899,3,2458256,0.67124,0.892568365,0.892568365,27.5,47.5,1
6899,3,2458256,0.64249,0.892568365,0.892568365,18.76,47.5,1
6899,4,2458256,0.63499,0.892568365,0.892568365,21.25,42.5,1
6899,2,2458256,0.87,0.893517404,0.893517404,32.5,18.74,1
6899,2,2458256,2.58374,0.894193133,0.894193134,31.23,15,1
6899,3,2458256,0.96875,0.894579658,0.894579658,32.49,16.26,1
6899,4,2458256,1.78625,0.895027662,0.895027662,42.51,21.24,1
6899,1,2458256,1.53624,0.895333827,0.895333827,16.25,25.01,1
6899,3,2458256,1.54,0.895333827,0.895333827,29.99,29.99,1
6899,4,2458256,1.53499,0.895333827,0.895333827,17.5,31.24,1
6899,2,2458256,4.2,0.895528545,0.895528545,33.76,28.74,1
6899,4,2458256,1.17501,0.896530617,0.896530617,36.25,32.5,1
6899,2,2458256,1.26374,0.89683238,0.89683238,46.24,45,1
6899,2,2458256,1.60499,0.897922897,0.897922897,36.23,26.24,1
6899,3,2458256,1.60376,0.897922897,0.897922897,33.75,23.74,1
6899,3,2458256,1.06375,0.898331649,0.898331649,37.51,33.75,1
6899,1,2458256,1.27501,0.899320912,0.899320912,28.76,26.24,1
6899,2,2458256,1.27501,0.899320912,0.899320912,38.75,23.75,1
6899,4,2458256,1.27374,0.899320912,0.899320912,37.5,17.51,1
6899,1,2458256,1.9475,0.899628644,0.899628644,21.25,23.74,1
6899,2,2458256,1.94624,0.899628644,0.899628644,22.49,27.5,1
6899,3,2458256,3.20876,0.900275827,0.900275827,33.75,53.74,1
6899,2,2458256,7.32876,0.901454583,0.901454583,21.25,41.24,1
6899,3,2458256,7.32748,0.901454583,0.901454583,18.74,38.73,1
6899,4,2458256,1.81124,0.902841817,0.902841817,37.5,23.74,1
6899,3,2458256,1.80998,0.902841817,0.902841817,37.51,21.24,1
6899,1,2458256,1.18627,0.903958659,0.903958659,31.26,21.27,1
6899,2,2458256,1.18627,0.903958659,0.903958659,43.75,17.51,1
6899,2,2458256,5.73622,0.90544736,0.90544736,32.49,22.51,1
6899,3,2458256,5.73622,0.90544736,0.90544736,33.75,21.26,1
6899,4,2458256,8.50501,0.905633968,0.905633968,17.51,26.24,1
6899,1,2458256,8.50622,0.905633968,0.905633968,8.76,8.76,1
6899,1,2458256,2.28749,0.905803117,0.905803117,32.5,15,1
6899,2,2458256,2.28878,0.905803117,0.905803117,40,12.5,1
6899,3,2458256,0.71249,0.906040543,0.906040543,37.51,10,1
6899,2,2458256,5.56001,0.908073945,0.908073945,27.5,27.5,1
6899,4,2458256,5.56003,0.908073945,0.908073945,47.5,25,1
6899,2,2458256,5.53001,0.908073945,0.908073945,16.24,27.5,1
6899,2,2458256,5.96623,0.908258957,0.908258957,25,32.49,1
6899,2,2458256,4.62874,0.909215788,0.909215788,29.98,26.27,1
6899,4,2458256,4.62874,0.909215788,0.909215788,32.48,26.27,1
6899,3,2458256,4.62871,0.909215788,0.909215788,28.74,17.51,1
6899,4,2458256,1.2225,0.909271409,0.909271409,38.73,20.01,1
6899,4,2458256,3.83624,0.910406801,0.910406801,25,16.25,1
6899,2,2458256,0.84252,0.910408139,0.910408139,23.75,21.25,1
6899,2,2458256,3.8862,0.910509299,0.910509299,37.5,50.02,1
6899,3,2458256,3.89125,0.910509299,0.910509299,36.24,12.5,1
6899,2,2458256,5.79502,0.910644816,0.910644816,52.51,10.01,1
6899,2,2458256,3.79376,0.911306707,0.911306707,32.51,25,1
6899,2,2458256,1.96999,0.911817053,0.911817053,43.76,36.25,1
6899,1,2458256,1.30872,0.912025766,0.912025766,38.74,12.51,1
6899,2,2458256,1.30376,0.912025766,0.912025766,48.76,12.5,1
6899,3,2458256,4.88001,0.913769722,0.913769722,41.25,38.75,1
6899,4,2458256,4.87624,0.913769722,0.913769722,26.25,31.26,1
6899,4,2458256,1.15753,0.916165847,0.916165847,26.25,17.49,1
6899,2,2458256,0.60001,0.918582782,0.918582782,44.98,51.25,1
6899,4,2458256,8.84377,0.9186334,0.9186334,22.49,25,1
6899,1,2458256,2.22751,0.919061072,0.919061072,33.74,15,1
6899,2,2458256,2.22625,0.919061072,0.919061072,45,11.25,1
6899,1,2458256,0.61871,0.920055156,0.920055156,25,15,1
6899,3,2458256,0.61999,0.920055156,0.920055156,47.48,20.01,1
6899,3,2458256,6.34124,0.920998393,0.920998393,28.75,30,1
6899,1,2458256,3.395,0.922482531,0.922482531,21.26,8.75,1
6899,3,2458256,3.395,0.922482531,0.922482531,45,18.76,1
6899,2,2458256,0.39002,0.923128931,0.923128931,38.74,25,1
6899,3,2458256,0.38877,0.923128931,0.923128931,40,30,1
6899,1,2458256,1.18875,0.924760509,0.924760509,28.75,13.75,1
6899,2,2458256,1.19124,0.924760509,0.924760509,43.75,17.51,1
6899,1,2458256,1.265,0.924775132,0.924775132,23.75,5.01,1
6899,2,2458256,1.25752,0.924775132,0.924775132,30,20.01,1
6899,1,2458256,1.84751,0.926083655,0.926083655,28.76,28.74,1
6899,4,2458256,1.85124,0.926083655,0.926083655,41.26,15,1
6899,3,2458256,1.85,0.926083655,0.926083655,38.74,21.26,1
6899,4,2458256,1.605,0.926493429,0.926493429,46.24,15,1
6899,3,2458256,1.59999,0.926493429,0.926493429,42.49,28.76,1
6899,1,2458256,1.71377,0.926975571,0.926975571,26.25,15,1
6899,4,2458256,1.71,0.926975571,0.926975571,37.51,21.27,1
6899,3,2458256,1.70875,0.926975571,0.926975571,36.25,22.51,1
6899,1,2458256,4.39249,0.92764245,0.92764245,30,23.76,1
6899,2,2458256,4.39123,0.92764245,0.92764245,46.24,25,1
6899,4,2458256,0.53748,0.928335094,0.928335094,30,17.51,1
6899,3,2458256,1.455,0.929619501,0.929619501,53.76,18.74,1
6899,2,2458256,3.54,0.930461229,0.930461229,38.74,13.74,1
6899,1,2458256,0.79876,0.930714963,0.930714963,31.25,23.75,1
6899,2,2458256,0.80249,0.930714963,0.930714963,46.24,17.5,1
6899,4,2458256,1.64626,0.931934107,0.931934107,28.76,13.75,1
6899,3,2458256,0.595,0.932348882,0.932348882,41.26,30,1
6899,1,2458256,5.42623,0.932364564,0.932364564,26.24,12.5,1
6899,3,2458256,5.42501,0.932364564,0.932364564,42.49,21.25,1
6899,1,2458256,0.835,0.932677973,0.932677973,30,16.24,1
6899,2,2458256,0.8325,0.932677973,0.932677973,37.51,26.24,1
6899,4,2458256,1.57376,0.933824773,0.933824773,37.5,23.75,1
6899,3,2458256,1.57248,0.933824773,0.933824773,32.5,23.75,1
6899,1,2458256,5.16002,0.935267385,0.935267386,45,23.75,1
6899,2,2458256,5.15625,0.935267385,0.935267386,50.01,41.26,1
6899,3,2458256,3.80624,0.935927132,0.935927132,17.49,22.5,1
6899,4,2458256,1.02624,0.936095327,0.936095327,33.73,19.99,1
6899,4,2458256,1.88998,0.937344085,0.937344085,42.48,32.51,1
6899,3,2458256,1.88874,0.937344085,0.937344085,32.5,35.01,1
6899,2,2458256,0.91,0.938688908,0.938688908,41.24,18.76,1
6899,2,2458256,7.43247,0.938902087,0.938902087,53.75,12.5,1
6899,2,2458256,0.75997,0.939746983,0.939746983,38.73,43.76,1
6899,1,2458256,4.02253,0.941008124,0.941008124,28.76,21.25,1
6899,4,2458256,4.02127,0.941008124,0.941008124,41.26,21.26,1
6899,3,2458256,4.02002,0.941008124,0.941008124,40.01,23.75,1
6899,1,2458256,2.92499,0.946014562,0.946014562,28.75,17.51,1
6899,2,2458256,2.92499,0.946014562,0.946014562,46.24,23.75,1
6899,4,2458256,3.60375,0.94762457,0.94762457,46.24,36.27,1
6899,3,2458256,3.60499,0.94762457,0.94762457,38.73,36.26,1
6899,2,2458256,2.71749,0.947811375,0.947811375,53.76,40,1
6899,3,2458256,0.70126,0.948940541,0.948940541,43.75,42.5,1
6899,2,2458256,0.37502,0.94900115,0.94900115,32.51,7.51,1
6899,4,2458256,1.05878,0.949267354,0.949267354,31.26,17.51,1
6899,3,2458256,1.05626,0.949267354,0.949267354,30,30,1
6899,3,2458256,1.84499,0.951551777,0.951551777,47.49,15.01,1
6899,3,2458256,1.41748,0.953018819,0.953018819,47.49,17.51,1
6899,2,2458256,1.41375,0.953018819,0.953018819,36.25,21.25,1
6899,2,2458256,2.51251,0.95330817,0.95330817,42.5,17.51,1
6899,1,2458256,0.41872,0.95370522,0.95370522,28.75,31.24,1
6899,3,2458256,3.37375,0.954302063,0.954302063,33.76,32.5,1
6899,4,2458256,2.87,0.957247711,0.957247711,42.49,31.25,1
6899,3,2458256,2.86876,0.957247711,0.957247711,37.49,31.25,1
6899,1,2458256,0.62126,0.957934992,0.957934992,21.24,18.74,1
6899,2,2458256,0.62124,0.957934992,0.957934992,26.24,27.49,1
6899,2,2458256,2.36624,0.958551844,0.958551844,48.75,28.76,1
6899,2,2458256,3.71502,0.959607806,0.959607806,21.27,18.75,1
6899,1,2458256,1.83875,0.9604763,0.9604763,22.49,23.75,1
6899,3,2458256,1.84379,0.9604763,0.9604763,41.24,17.49,1
6899,3,2458256,0.58375,0.9607188,0.9607188,26.25,30,1
6899,3,2458256,2.02124,0.960898572,0.960898572,38.75,26.24,1
6899,1,2458256,1.39,0.961175789,0.961175789,43.76,20,1
6899,2,2458256,1.39,0.961175789,0.961175789,62.51,13.76,1
6899,3,2458256,0.78379,0.961177155,0.961177155,38.75,2.5,1
6899,3,2458256,3.42998,0.961360285,0.961360285,40.01,30,1
6899,1,2458256,3.73873,0.962323435,0.962323435,25,35,1
6899,3,2458256,3.73998,0.962323435,0.962323435,23.76,40,1
6899,4,2458256,3.73753,0.962323435,0.962323435,11.25,23.75,1
6899,4,2458256,0.39129,0.962450088,0.962450088,41.26,33.75,1
6899,3,2458256,0.39,0.962450088,0.962450088,34.99,36.25,1
6899,2,2458256,2.78378,0.962792383,0.962792383,46.25,32.48,1
6899,4,2458256,0.37501,0.963243891,0.963243891,26.25,18.76,1
6899,4,2458256,0.42747,0.963488922,0.963488922,36.23,26.25,1
6899,1,2458256,1.40503,0.963666789,0.963666789,28.76,20,1
6899,2,2458256,1.405,0.963666789,0.963666789,41.26,22.49,1
6899,3,2458256,3.10999,0.965181618,0.965181618,47.48,36.24,1
6899,2,2458256,3.10999,0.965181618,0.965181618,38.75,34.98,1
6899,1,2458256,2.97001,0.965887427,0.965887427,20.01,21.27,1
6899,3,2458256,2.97122,0.965887427,0.965887427,26.25,23.75,1
6899,2,2458256,6.27001,0.967270491,0.967270491,38.73,21.25,1
6899,4,2458256,6.26749,0.967270491,0.967270491,23.75,16.26,1
6899,1,2458256,2.11621,0.96804334,0.96804334,23.73,16.25,1
6899,4,2458256,2.11123,0.96804334,0.96804334,34.98,23.75,1
6899,3,2458256,2.11248,0.96804334,0.96804334,32.48,22.51,1
6899,1,2458256,0.385,0.96877857,0.96877857,33.75,20.01,1
6899,2,2458256,0.38624,0.96877857,0.96877857,51.23,20.01,1
6899,2,2458256,0.69,0.969675591,0.969675591,48.73,31.26,1
6899,1,2458256,0.68623,0.969675591,0.969675591,13.76,30,1
6899,3,2458256,2.55626,0.969874139,0.969874139,42.5,22.49,1
6899,1,2458256,0.50125,0.97100776,0.97100776,30,21.26,1
6899,2,2458256,0.50248,0.97100776,0.97100776,37.49,26.25,1
6899,2,2458256,0.37376,0.971926212,0.971926212,36.27,17.51,1
6899,2,2458256,6.94626,0.972679278,0.972679278,44.98,23.74,1
6899,4,2458256,0.89376,0.974998502,0.974998502,43.76,27.5,1
6899,2,2458256,0.85873,0.974998502,0.974998502,31.26,23.75,1
6899,3,2458256,1.68126,0.976050968,0.976050968,42.49,17.51,1
6899,3,2458256,0.61377,0.976778648,0.976778648,17.51,26.25,1
6899,3,2458256,0.84999,0.981293609,0.981293609,27.49,26.25,1
6899,3,2458256,4.00249,0.982335765,0.982335765,43.75,18.74,1
6899,4,2458256,0.96876,0.982841395,0.982841395,35.01,33.75,1
6899,1,2458256,3.43001,0.983047735,0.983047735,32.51,27.5,1
6899,2,2458256,3.42998,0.983047735,0.983047735,43.74,30,1
6899,3,2458256,4.52753,0.984015285,0.984015285,37.51,40,1
6899,2,2458256,1.95627,0.985110837,0.985110837,35.01,22.49,1
6899,1,2458256,4.34249,0.986903289,0.986903289,27.49,18.74,1
6899,2,2458256,2.21871,0.987137393,0.987137393,41.24,8.76,1
6899,2,2458256,1.62376,0.987284963,0.987284963,46.25,18.74,1
6899,4,2458256,6.32752,0.987589357,0.987589357,38.75,23.75,1
6899,3,2458256,6.32748,0.987589357,0.987589357,30,23.76,1
6899,1,2458256,2.07999,0.98830843,0.98830843,26.25,14.98,1
6899,2,2458256,2.07626,0.98830843,0.98830843,22.51,23.73,1
6899,2,2458256,2.50373,0.988438418,0.988438418,48.76,14.99,1
6899,2,2458256,0.97502,0.988990017,0.988990017,48.75,26.25,1
6899,2,2458256,0.63,0.9906939,0.9906939,41.24,39.98,1
6899,3,2458256,0.63625,0.9906939,0.9906939,33.76,11.25,1
6899,4,2458256,1.00626,0.991660353,0.991660353,40,28.76,1
6899,3,2458256,1.00624,0.991660353,0.991660353,37.52,41.26,1
6899,2,2458256,2.63126,0.993208411,0.993208411,35,13.76,1
6899,4,2458256,1.70122,0.993713447,0.993713447,22.51,36.25,1
6899,2,2458256,6.94749,0.994171288,0.994171288,23.76,26.25,1
6899,3,2458256,6.94625,0.994171288,0.994171288,25.02,36.25,1
6899,3,2458256,1.9825,0.995298119,0.995298119,44.98,7.49,1
6899,2,2458256,1.89499,0.996292454,0.996292454,38.74,32.48,1
6899,4,2458256,1.89251,0.996292454,0.996292454,36.27,25,1
6899,2,2458256,0.7575,0.996808152,0.996808152,37.5,27.5,1
6899,2,2458256,0.63502,0.997448482,0.997448482,42.49,8.75,1
6899,1,2458257,8.18875,0.000865146,0.000865146,21.25,17.5,1
6899,3,2458257,8.19,0.000865146,0.000865146,33.75,23.75,1
6899,1,2458257,1.0975,0.001638803,0.001638803,13.75,23.75,1
6899,3,2458257,1.10125,0.001638803,0.001638803,32.5,27.5,1
6899,4,2458257,1.1025,0.001638803,0.001638803,22.5,26.25,1
6899,2,2458257,2.79375,0.001638991,0.001638991,41.25,30,1
6899,2,2458257,1.11001,0.003277765,0.003277765,41.25,18.75,1
6899,4,2458257,1.10875,0.003277765,0.003277765,42.5,18.75,1
6899,3,2458257,1.10625,0.003277765,0.003277765,36.25,26.25,1
6899,2,2458257,3.49499,0.006397587,0.006397587,51.25,31.25,1
6899,3,2458257,3.49999,0.006397587,0.006397587,50,16.25,1
6899,4,2458257,3.93625,0.008857945,0.008857945,45,27.5,1
6899,3,2458257,3.9325,0.008857945,0.008857945,35,50,1
6899,1,2458257,4.8325,0.011292018,0.011292018,32.5,20,1
6899,2,2458257,4.83875,0.011292018,0.011292018,43.75,6.25,1
6899,2,2458257,4.7325,0.011334575,0.011334576,51.25,11.25,1
6899,3,2458257,6.535,0.011381999,0.011381999,43.75,32.5,1
6899,2,2458257,3.21626,0.011447848,0.011447848,40,27.5,1
6899,3,2458257,2.035,0.014598444,0.014598444,41.25,31.25,1
6899,1,2458257,0.73875,0.014893845,0.014893845,27.5,15,1
6899,4,2458257,0.73875,0.014893845,0.014893845,43.75,20,1
6899,3,2458257,0.73875,0.014893845,0.014893845,37.5,22.5,1
6899,2,2458257,0.73625,0.014893845,0.014893845,33.75,28.75,1
6899,4,2458257,1.4525,0.015340265,0.015340265,31.25,15,1
6899,1,2458257,1.2425,0.015667724,0.015667724,11.25,27.5,1
6899,2,2458257,1.2425,0.015667724,0.015667724,17.5,43.75,1
6899,1,2458257,5.96,0.018978063,0.018978063,6.25,12.5,1
6899,2,2458257,5.9625,0.018978063,0.018978063,20,26.25,1
6899,4,2458257,5.9625,0.018978063,0.018978063,21.25,22.5,1
6899,3,2458257,5.9625,0.018978063,0.018978063,18.75,23.75,1
6899,1,2458257,1.9575,0.019734593,0.019734593,11.25,7.5,1
6899,4,2458257,1.95375,0.019734593,0.019734593,17.5,18.75,1
6899,3,2458257,1.955,0.019734593,0.019734593,17.5,16.25,1
6899,3,2458257,0.31375,0.020259166,0.020259166,52.5,20,1
6899,2,2458257,0.31125,0.020259166,0.020259166,33.75,23.75,1
6899,3,2458257,0.9375,0.025137547,0.025137547,47.5,20,1
6899,2,2458257,1.265,0.026277288,0.026277288,41.25,12.5,1
6899,2,2458257,2.05875,0.026976741,0.026976741,15,23.75,1
6899,4,2458257,2.06,0.026976741,0.026976741,17.5,18.75,1
6899,1,2458257,1.265,0.027521667,0.027521667,32.5,13.75,1
6899,2,2458257,1.26249,0.027521667,0.027521667,41.25,16.25,1
6899,1,2458257,8.11,0.03084437,0.03084437,23.75,35,1
6899,2,2458257,8.11,0.03084437,0.03084437,40,42.5,1
6899,2,2458257,1.14625,0.031049069,0.031049069,30,31.25,1
6899,1,2458257,3.39499,0.031251746,0.031251746,31.25,15,1
6899,2,2458257,3.39875,0.031251746,0.031251746,47.5,12.5,1
6899,3,2458257,5.06875,0.031288952,0.031288952,38.75,57.5,1
6899,3,2458257,0.33625,0.031391817,0.031391817,16.25,33.75,1
6899,2,2458257,4.04,0.0316203,0.0316203,60,12.5,1
6899,3,2458257,0.79625,0.032335936,0.032335936,50,25,1
6899,2,2458257,1.19125,0.033175389,0.033175389,40,11.25,1
6899,1,2458257,4.82,0.03604064,0.03604064,8.75,28.75,1
6899,2,2458257,4.82125,0.03604064,0.03604064,13.75,31.25,1
6899,2,2458257,4.63749,0.036169062,0.036169062,35,41.25,1
6899,3,2458257,4.645,0.036169062,0.036169062,23.75,13.75,1
6899,2,2458257,0.3425,0.036293674,0.036293674,38.75,22.5,1
6899,1,2458257,4.3225,0.036301183,0.036301183,33.75,12.5,1
6899,2,2458257,4.32375,0.036301183,0.036301183,46.25,12.5,1
6899,2,2458257,2.4325,0.036955176,0.036955176,42.5,8.75,1
6899,1,2458257,0.74875,0.037156274,0.037156274,21.25,17.5,1
6899,4,2458257,0.75,0.037156274,0.037156274,33.75,17.5,1
6899,1,2458257,9.34125,0.037473986,0.037473986,23.75,17.5,1
6899,4,2458257,9.34625,0.037473986,0.037473986,37.5,11.25,1
6899,2,2458257,9.34,0.037473986,0.037473986,36.25,27.5,1
6899,1,2458257,9.08,0.038406638,0.038406638,22.5,20,1
6899,2,2458257,9.07875,0.038406638,0.038406638,25,32.5,1
6899,3,2458257,9.07876,0.038406638,0.038406638,25,28.75,1
6899,2,2458257,4.01,0.038651408,0.038651408,31.25,22.5,1
6899,4,2458257,6.295,0.04075508,0.04075508,32.5,8.75,1
6899,1,2458257,0.36126,0.041271708,0.041271708,27.5,12.5,1
6899,2,2458257,0.3575,0.041271708,0.041271708,33.75,21.25,1
6899,2,2458257,1.06125,0.043561885,0.043561885,42.5,16.25,1
6899,3,2458257,1.0575,0.043561885,0.043561885,43.75,22.5,1
6899,2,2458257,3.585,0.044190301,0.044190301,37.5,27.5,1
6899,4,2458257,3.58625,0.044190301,0.044190301,33.75,20,1
6899,1,2458257,1.3125,0.045507696,0.045507696,26.25,13.75,1
6899,3,2458257,1.31375,0.045507696,0.045507696,45,22.5,1
6899,2,2458257,1.31125,0.045507696,0.045507696,35,27.5,1
6899,3,2458257,7.7875,0.047426851,0.047426851,35,36.25,1
6899,4,2458257,7.78499,0.047426851,0.047426851,26.25,37.5,1
6899,2,2458257,7.785,0.047426851,0.047426851,16.25,27.5,1
6899,3,2458257,1.47499,0.047500801,0.047500801,37.5,26.25,1
6899,2,2458257,2.4275,0.052221365,0.052221365,46.25,33.75,1
6899,1,2458257,3.26875,0.055209871,0.055209871,12.5,21.25,1
6899,2,2458257,3.26875,0.055209871,0.055209871,20,28.75,1
6899,4,2458257,3.2675,0.055209871,0.055209871,16.25,31.25,1
6899,4,2458257,1.03625,0.056437406,0.056437406,38.75,25,1
6899,3,2458257,1.0325,0.056437406,0.056437406,37.5,31.25,1
6899,4,2458257,1.52,0.057640851,0.057640851,32.5,31.25,1
6899,2,2458257,1.51625,0.057640851,0.057640851,27.5,28.75,1
6899,3,2458257,1.51749,0.057640851,0.057640851,27.5,27.5,1
6899,1,2458257,0.93251,0.058250577,0.058250577,30,21.25,1
6899,2,2458257,0.9325,0.058250577,0.058250577,38.75,36.25,1
6899,3,2458257,0.93375,0.058250577,0.058250577,53.75,28.75,1
6899,2,2458257,0.88875,0.058250577,0.058250577,1.25,36.25,1
6899,3,2458257,0.52125,0.059075254,0.059075254,47.5,31.25,1
6899,1,2458257,0.77001,0.061168774,0.061168774,30,26.25,1
6899,2,2458257,0.77,0.061168774,0.061168774,46.25,26.25,1
6899,4,2458257,2.75875,0.063193926,0.063193926,47.5,21.25,1
6899,3,2458257,2.74876,0.063193926,0.063193926,37.5,41.25,1
6899,3,2458257,0.89375,0.063358613,0.063358613,35,37.5,1
6899,1,2458257,3.61875,0.06354203,0.06354203,25,20,1
6899,2,2458257,3.62,0.06354203,0.06354203,36.25,23.75,1
6899,4,2458257,3.61875,0.06354203,0.06354203,32.5,22.5,1
6899,3,2458257,3.6175,0.06354203,0.06354203,31.25,30,1
6899,3,2458257,1.1025,0.063595262,0.063595262,43.75,28.75,1
6899,1,2458257,0.70876,0.074377728,0.074377728,30,35,1
6899,2,2458257,0.7125,0.074377728,0.074377728,42.5,21.25,1
6899,2,2458257,3.14625,0.074726858,0.074726858,32.5,18.75,1
6899,1,2458257,3.14,0.074726858,0.074726858,13.75,11.25,1
6899,4,2458257,3.14,0.074726858,0.074726858,22.5,17.5,1
6899,1,2458257,1.3675,0.075509762,0.075509762,31.25,12.5,1
6899,2,2458257,1.3675,0.075509762,0.075509762,48.75,23.75,1
6899,1,2458257,0.84624,0.077607105,0.077607105,21.25,18.75,1
6899,2,2458257,0.84375,0.077607105,0.077607105,31.25,22.5,1
6899,3,2458257,0.52125,0.078745353,0.078745353,35,17.5,1
6899,1,2458257,0.75501,0.078758874,0.078758874,30,21.25,1
6899,2,2458257,0.755,0.078758874,0.078758874,48.75,31.25,1
6899,3,2458257,6.68625,0.078962883,0.078962883,47.5,33.75,1
6899,2,2458257,6.685,0.078962883,0.078962883,35,32.5,1
6899,3,2458257,2.50875,0.0789942,0.0789942,25,16.25,1
6899,4,2458257,2.51,0.0789942,0.0789942,21.25,12.5,1
6899,3,2458257,3.08749,0.080666007,0.080666007,31.25,37.5,1
6899,2,2458257,7.4175,0.08273655,0.082736551,38.75,25,1
6899,4,2458257,7.93375,0.083327626,0.083327626,23.75,40,1
6899,3,2458257,7.93625,0.083327626,0.083327626,22.5,30,1
6899,3,2458257,1.5625,0.084248803,0.084248803,32.5,25,1
6899,1,2458257,1.06875,0.084894387,0.084894387,22.5,27.5,1
6899,2,2458257,1.06625,0.084894387,0.084894387,28.75,33.75,1
6899,3,2458257,1.06624,0.084894387,0.084894387,15,21.25,1
6899,3,2458257,1.07,0.086505251,0.086505251,47.5,28.75,1
6899,3,2458257,0.88875,0.088555835,0.088555835,46.25,26.25,1
6899,2,2458257,1.3125,0.088637118,0.088637118,40,27.5,1
6899,3,2458257,1.31375,0.088637118,0.088637118,41.25,16.25,1
6899,2,2458257,4.86124,0.089079333,0.089079333,38.75,22.5,1
6899,2,2458257,6.7175,0.089502622,0.089502622,26.25,20,1
6899,3,2458257,1.735,0.090871735,0.090871735,50,27.5,1
6899,1,2458257,0.76375,0.093701509,0.093701509,31.25,8.75,1
6899,3,2458257,0.76125,0.093701509,0.093701509,43.75,25,1
6899,1,2458257,5.57375,0.093739856,0.093739857,27.5,21.25,1
6899,2,2458257,5.57749,0.093739856,0.093739857,52.5,21.25,1
6899,4,2458257,0.445,0.093795034,0.093795034,48.75,25,1
6899,3,2458257,0.44625,0.093795034,0.093795034,38.75,35,1
6899,1,2458257,4.5975,0.097702981,0.097702981,31.25,37.5,1
6899,2,2458257,4.6,0.097702981,0.097702981,45,26.25,1
6899,4,2458257,1.18375,0.097916201,0.097916201,31.25,25,1
6899,3,2458257,1.1825,0.097916201,0.097916201,28.75,27.5,1
6899,2,2458257,5.12625,0.098069758,0.098069758,37.5,25,1
6899,1,2458257,0.80125,0.099410556,0.099410556,28.75,20,1
6899,2,2458257,0.8,0.099410556,0.099410556,41.25,30,1
6899,2,2458257,0.5775,0.101498597,0.101498597,37.5,25,1
6899,3,2458257,0.57751,0.101498597,0.101498597,38.75,15,1
6899,1,2458257,0.81626,0.102036145,0.102036145,32.5,26.25,1
6899,2,2458257,0.81751,0.102036145,0.102036145,37.5,23.75,1
6899,2,2458257,1.0425,0.102569718,0.102569718,40,8.75,1
6899,3,2458257,1.03499,0.102569718,0.102569718,37.5,36.25,1
6899,2,2458257,3.7625,0.105790298,0.105790298,38.75,12.5,1
6899,2,2458257,0.97624,0.107177404,0.107177404,38.75,27.5,1
6899,3,2458257,0.97375,0.107177404,0.107177404,43.75,22.5,1
6899,4,2458257,2.3225,0.108285061,0.108285061,20,31.25,1
6899,2,2458257,2.31875,0.108285061,0.108285061,16.25,30,1
6899,3,2458257,2.32126,0.108285061,0.108285061,16.25,26.25,1
6899,2,2458257,1.02126,0.109574536,0.109574536,37.5,28.75,1
6899,3,2458257,1.02125,0.109574536,0.109574536,40,26.25,1
6899,2,2458257,5.05,0.109945557,0.109945557,28.75,42.5,1
6899,4,2458257,4.75126,0.110046324,0.110046324,27.5,28.75,1
6899,3,2458257,4.74751,0.110046324,0.110046324,23.75,36.25,1
6899,2,2458257,4.74625,0.110046324,0.110046324,15,23.75,1
6899,4,2458257,2.68125,0.110301338,0.110301338,20,23.75,1
6899,3,2458257,0.8,0.110393303,0.110393303,42.5,8.75,1
6899,2,2458257,0.83251,0.110414874,0.110414874,27.5,18.75,1
6899,1,2458257,1.82001,0.111668584,0.111668584,31.25,13.75,1
6899,2,2458257,1.82,0.111668584,0.111668584,47.5,13.75,1
6899,2,2458257,3.04251,0.11199219,0.11199219,51.25,26.25,1
6899,2,2458257,1.03251,0.111993762,0.111993762,25,31.25,1
6899,1,2458257,1.86,0.112263181,0.112263181,27.5,17.5,1
6899,2,2458257,1.86125,0.112263181,0.112263181,38.75,26.25,1
6899,2,2458257,1.19126,0.113487825,0.113487825,42.5,20,1
6899,3,2458257,1.19375,0.113487825,0.113487825,43.75,11.25,1
